Date,MWh,weekday,month
2022-07-08,482822,6,7
2022-07-07,481602,5,7
2022-07-06,499684,4,7
2022-07-05,475326,3,7
2022-07-04,423686,2,7
2022-07-03,442303,1,7
2022-07-02,492965,7,7
2022-07-01,526072,6,7
2022-06-30,475488,5,6
2022-06-29,443985,4,6
2022-06-28,428090,3,6
2022-06-27,470754,2,6
2022-06-26,478066,1,6
2022-06-25,456234,7,6
2022-06-24,438680,6,6
2022-06-23,418264,5,6
2022-06-22,431426,4,6
2022-06-21,421047,3,6
2022-06-20,382314,2,6
2022-06-19,328801,1,6
2022-06-18,370098,7,6
2022-06-17,478940,6,6
2022-06-16,456388,5,6
2022-06-15,458247,4,6
2022-06-14,439182,3,6
2022-06-13,450830,2,6
2022-06-12,372179,1,6
2022-06-11,380077,7,6
2022-06-10,407263,6,6
2022-06-09,442467,5,6
2022-06-08,437771,4,6
2022-06-07,417263,3,6
2022-06-06,408991,2,6
2022-06-05,354341,1,6
2022-06-04,370229,7,6
2022-06-03,409061,6,6
2022-06-02,419580,5,6
2022-06-01,422070,4,6
2022-05-31,513029,3,5
2022-05-30,407158,2,5
2022-05-29,354089,1,5
2022-05-28,370143,7,5
2022-05-27,405941,6,5
2022-05-26,376922,5,5
2022-05-25,366308,4,5
2022-05-24,368690,3,5
2022-05-23,387040,2,5
2022-05-22,426749,1,5
2022-05-21,408354,7,5
2022-05-20,369533,6,5
2022-05-19,366395,5,5
2022-05-18,354919,4,5
2022-05-17,365360,3,5
2022-05-16,391582,2,5
2022-05-15,363172,1,5
2022-05-14,368342,7,5
2022-05-13,383995,6,5
2022-05-12,367219,5,5
2022-05-11,352804,4,5
2022-05-10,345909,3,5
2022-05-09,344868,2,5
2022-05-08,320761,1,5
2022-05-07,337622,7,5
2022-05-06,357753,6,5
2022-05-05,349202,5,5
2022-05-04,365483,4,5
2022-05-03,355332,3,5
2022-05-02,364459,2,5
2022-05-01,318743,1,5
2022-04-30,324495,7,4
2022-04-29,354137,6,4
2022-04-28,363575,5,4
2022-04-27,366888,4,4
2022-04-26,367151,3,4
2022-04-25,354332,2,4
2022-04-24,317182,1,4
2022-04-23,331229,7,4
2022-04-22,349912,6,4
2022-04-21,371922,5,4
2022-04-20,364751,4,4
2022-04-19,383257,3,4
2022-04-18,371403,2,4
2022-04-17,329959,1,4
2022-04-16,337822,7,4
2022-04-15,342061,6,4
2022-04-14,363493,5,4
2022-04-13,359734,4,4
2022-04-12,356978,3,4
2022-04-11,366013,2,4
2022-04-10,354325,1,4
2022-04-09,346982,7,4
2022-04-08,366369,6,4
2022-04-07,391376,5,4
2022-04-06,379429,4,4
2022-04-05,373680,3,4
2022-04-04,380454,2,4
2022-04-03,366445,1,4
2022-04-02,352549,7,4
2022-04-01,381021,6,4
2022-03-31,387855,5,3
2022-03-30,415453,4,3
2022-03-29,422667,3,3
2022-03-28,432280,2,3
2022-03-27,370833,1,3
2022-03-26,355638,7,3
2022-03-25,376651,6,3
2022-03-24,390837,5,3
2022-03-23,390981,4,3
2022-03-22,369472,3,3
2022-03-21,365711,2,3
2022-03-20,345386,1,3
2022-03-19,340963,7,3
2022-03-18,359371,6,3
2022-03-17,376855,5,3
2022-03-16,368983,4,3
2022-03-15,383112,3,3
2022-03-14,399280,2,3
2022-03-13,391820,1,3
2022-03-12,407073,7,3
2022-03-11,391633,6,3
2022-03-10,403381,5,3
2022-03-09,423633,4,3
2022-03-08,392419,3,3
2022-03-07,390578,2,3
2022-03-06,360191,1,3
2022-03-05,396104,7,3
2022-03-04,430519,6,3
2022-03-03,416973,5,3
2022-03-02,406531,4,3
2022-03-01,432395,3,3
2022-02-28,434624,2,2
2022-02-27,401051,1,2
2022-02-26,418335,7,2
2022-02-25,446363,6,2
2022-02-24,434053,5,2
2022-02-23,398469,4,2
2022-02-22,408506,3,2
2022-02-21,394780,2,2
2022-02-20,415199,1,2
2022-02-19,427191,7,2
2022-02-18,414991,6,2
2022-02-17,409066,5,2
2022-02-16,443515,4,2
2022-02-15,472536,3,2
2022-02-14,470508,2,2
2022-02-13,418603,1,2
2022-02-12,383488,7,2
2022-02-11,405937,6,2
2022-02-10,418997,5,2
2022-02-09,427932,4,2
2022-02-08,436570,3,2
2022-02-07,451630,2,2
2022-02-06,446185,1,2
2022-02-05,448858,7,2
2022-02-04,450497,6,2
2022-02-03,435333,5,2
2022-02-02,435492,4,2
2022-02-01,458322,3,2
2022-01-31,472752,2,1
2022-01-30,464368,1,1
2022-01-29,472203,7,1
2022-01-28,463408,6,1
2022-01-27,477551,5,1
2022-01-26,470414,4,1
2022-01-25,450540,3,1
2022-01-24,459578,2,1
2022-01-23,438048,1,1
2022-01-22,463056,7,1
2022-01-21,483931,6,1
2022-01-20,451197,5,1
2022-01-19,446006,4,1
2022-01-18,455428,3,1
2022-01-17,446764,2,1
2022-01-16,461701,1,1
2022-01-15,472953,7,1
2022-01-14,440947,6,1
2022-01-13,432684,5,1
2022-01-12,465751,4,1
2022-01-11,486958,3,1
2022-01-10,455889,2,1
2022-01-09,422709,1,1
2022-01-08,439824,7,1
2022-01-07,452261,6,1
2022-01-06,435247,5,1
2022-01-05,438027,4,1
2022-01-04,453310,3,1
2022-01-03,448996,2,1
2022-01-02,382944,1,1
2022-01-01,364945,7,1
2021-12-31,380279,6,12
2021-12-30,401376,5,12
2021-12-29,411729,4,12
2021-12-28,411471,3,12
2021-12-27,424491,2,12
2021-12-26,377826,1,12
2021-12-25,381031,7,12
2021-12-24,412041,6,12
2021-12-23,434566,5,12
2021-12-22,427415,4,12
2021-12-21,427748,3,12
2021-12-20,438651,2,12
2021-12-19,402296,1,12
2021-12-18,395970,7,12
2021-12-17,387297,6,12
2021-12-16,393911,5,12
2021-12-15,417533,4,12
2021-12-14,406508,3,12
2021-12-13,407557,2,12
2021-12-12,374538,1,12
2021-12-11,385857,7,12
2021-12-10,421014,6,12
2021-12-09,439318,5,12
2021-12-08,436185,4,12
2021-12-07,424133,3,12
2021-12-06,409530,2,12
2021-12-05,386815,1,12
2021-12-04,393324,7,12
2021-12-03,410901,6,12
2021-12-02,409290,5,12
2021-12-01,414962,4,12
2021-11-30,432433,3,11
2021-11-29,424413,2,11
2021-11-28,397107,1,11
2021-11-27,390358,7,11
2021-11-26,383990,6,11
2021-11-25,368786,5,11
2021-11-24,411563,4,11
2021-11-23,415459,3,11
2021-11-22,400669,2,11
2021-11-21,365167,1,11
2021-11-20,377006,7,11
2021-11-19,395872,6,11
2021-11-18,386099,5,11
2021-11-17,400827,4,11
2021-11-16,401603,3,11
2021-11-15,401029,2,11
2021-11-14,364484,1,11
2021-11-13,363727,7,11
2021-11-12,380179,6,11
2021-11-11,378296,5,11
2021-11-10,371055,4,11
2021-11-09,378210,3,11
2021-11-08,378526,2,11
2021-11-07,370979,1,11
2021-11-06,362899,7,11
2021-11-05,388933,6,11
2021-11-04,392496,5,11
2021-11-03,387462,4,11
2021-11-02,381553,3,11
2021-11-01,368267,2,11
2021-10-31,341288,1,10
2021-10-30,354960,7,10
2021-10-29,373093,6,10
2021-10-28,370213,5,10
2021-10-27,372780,4,10
2021-10-26,386916,3,10
2021-10-25,382666,2,10
2021-10-24,338150,1,10
2021-10-23,343715,7,10
2021-10-22,373467,6,10
2021-10-21,379073,5,10
2021-10-20,372814,4,10
2021-10-19,366013,3,10
2021-10-18,366490,2,10
2021-10-17,338428,1,10
2021-10-16,381062,7,10
2021-10-15,407906,6,10
2021-10-14,398505,5,10
2021-10-13,392677,4,10
2021-10-12,389922,3,10
2021-10-11,380322,2,10
2021-10-10,350618,1,10
2021-10-09,356688,7,10
2021-10-08,396250,6,10
2021-10-07,392990,5,10
2021-10-06,384145,4,10
2021-10-05,385804,3,10
2021-10-04,407602,2,10
2021-10-03,363003,1,10
2021-10-02,345926,7,10
2021-10-01,360615,6,10
2021-09-30,368584,5,9
2021-09-29,371318,4,9
2021-09-28,401475,3,9
2021-09-27,395893,2,9
2021-09-26,349913,1,9
2021-09-25,361999,7,9
2021-09-24,398403,6,9
2021-09-23,472433,5,9
2021-09-22,465200,4,9
2021-09-21,420718,3,9
2021-09-20,414650,2,9
2021-09-19,389462,1,9
2021-09-18,442843,7,9
2021-09-17,457534,6,9
2021-09-16,455728,5,9
2021-09-15,498502,4,9
2021-09-14,466466,3,9
2021-09-13,476225,2,9
2021-09-12,414037,1,9
2021-09-11,379406,7,9
2021-09-10,405248,6,9
2021-09-09,447704,5,9
2021-09-08,469124,4,9
2021-09-07,431277,3,9
2021-09-06,411241,2,9
2021-09-05,390216,1,9
2021-09-04,381463,7,9
2021-09-03,394874,6,9
2021-09-02,404896,5,9
2021-09-01,455094,4,9
2021-08-31,508719,3,8
2021-08-30,528948,2,8
2021-08-29,444715,1,8
2021-08-28,471359,7,8
2021-08-27,583902,6,8
2021-08-26,598650,5,8
2021-08-25,565729,4,8
2021-08-24,545593,3,8
2021-08-23,514700,2,8
2021-08-22,474030,1,8
2021-08-21,500330,7,8
2021-08-20,525709,6,8
2021-08-19,543100,5,8
2021-08-18,516433,4,8
2021-08-17,494718,3,8
2021-08-16,472967,2,8
2021-08-15,440552,1,8
2021-08-14,530336,7,8
2021-08-13,600360,6,8
2021-08-12,591527,5,8
2021-08-11,576272,4,8
2021-08-10,533246,3,8
2021-08-09,506104,2,8
2021-08-08,450707,1,8
2021-08-07,480482,7,8
2021-08-06,495648,6,8
2021-08-05,453627,5,8
2021-08-04,435027,4,8
2021-08-03,428325,3,8
2021-08-02,432120,2,8
2021-08-01,393980,1,8
2021-07-31,384501,7,7
2021-07-30,455163,6,7
2021-07-29,471653,5,7
2021-07-28,490337,4,7
2021-07-27,522558,3,7
2021-07-26,532521,2,7
2021-07-25,463355,1,7
2021-07-24,436459,7,7
2021-07-23,458287,6,7
2021-07-22,459845,5,7
2021-07-21,491012,4,7
2021-07-20,525650,3,7
2021-07-19,495959,2,7
2021-07-18,474043,1,7
2021-07-17,514869,7,7
2021-07-16,570552,6,7
2021-07-15,551789,5,7
2021-07-14,516042,4,7
2021-07-13,484708,3,7
2021-07-12,496398,2,7
2021-07-11,430384,1,7
2021-07-10,448446,7,7
2021-07-09,498113,6,7
2021-07-08,515975,5,7
2021-07-07,550353,4,7
2021-07-06,538613,3,7
2021-07-05,439509,2,7
2021-07-04,372944,1,7
2021-07-03,377791,7,7
2021-07-02,465323,6,7
2021-07-01,529786,5,7
2021-06-30,614517,4,6
2021-06-29,618929,3,6
2021-06-28,594510,2,6
2021-06-27,510104,1,6
2021-06-26,464480,7,6
2021-06-25,435296,6,6
2021-06-24,411361,5,6
2021-06-23,392962,4,6
2021-06-22,446933,3,6
2021-06-21,531239,2,6
2021-06-20,451424,1,6
2021-06-19,450071,7,6
2021-06-18,423960,6,6
2021-06-17,397991,5,6
2021-06-16,401587,4,6
2021-06-15,425076,3,6
2021-06-14,417920,2,6
2021-06-13,384833,1,6
2021-06-12,383299,7,6
2021-06-11,415274,6,6
2021-06-10,482074,5,6
2021-06-09,545958,4,6
2021-06-08,535458,3,6
2021-06-07,538108,2,6
2021-06-06,480108,1,6
2021-06-05,435041,7,6
2021-06-04,417200,6,6
2021-06-03,394875,5,6
2021-06-02,384575,4,6
2021-06-01,368916,3,6
2021-05-31,331594,2,5
2021-05-30,338613,1,5
2021-05-29,344443,7,5
2021-05-28,376794,6,5
2021-05-27,421184,5,5
2021-05-26,444047,4,5
2021-05-25,395964,3,5
2021-05-24,384548,2,5
2021-05-23,425957,1,5
2021-05-22,406830,7,5
2021-05-21,406843,6,5
2021-05-20,401067,5,5
2021-05-19,403734,4,5
2021-05-18,377601,3,5
2021-05-17,362224,2,5
2021-05-16,327384,1,5
2021-05-15,328050,7,5
2021-05-14,351062,6,5
2021-05-13,350029,5,5
2021-05-12,351423,4,5
2021-05-11,353517,3,5
2021-05-10,356421,2,5
2021-05-09,321625,1,5
2021-05-08,333170,7,5
2021-05-07,348856,6,5
2021-05-06,345402,5,5
2021-05-05,360820,4,5
2021-05-04,358866,3,5
2021-05-03,355985,2,5
2021-05-02,324709,1,5
2021-05-01,326083,7,5
2021-04-30,359708,6,4
2021-04-29,369526,5,4
2021-04-28,357300,4,4
2021-04-27,355317,3,4
2021-04-26,354532,2,4
2021-04-25,329845,1,4
2021-04-24,324378,7,4
2021-04-23,360100,6,4
2021-04-22,382974,5,4
2021-04-21,373686,4,4
2021-04-20,357950,3,4
2021-04-19,350865,2,4
2021-04-18,325231,1,4
2021-04-17,341334,7,4
2021-04-16,373125,6,4
2021-04-15,371205,5,4
2021-04-14,351319,4,4
2021-04-13,355382,3,4
2021-04-12,368415,2,4
2021-04-11,331019,1,4
2021-04-10,324769,7,4
2021-04-09,348447,6,4
2021-04-08,347105,5,4
2021-04-07,349595,4,4
2021-04-06,351856,3,4
2021-04-05,352706,2,4
2021-04-04,329017,1,4
2021-04-03,352411,7,4
2021-04-02,382735,6,4
2021-04-01,378817,5,4
2021-03-31,366803,4,3
2021-03-30,358829,3,3
2021-03-29,366955,2,3
2021-03-28,343406,1,3
2021-03-27,330055,7,3
2021-03-26,357933,6,3
2021-03-25,356242,5,3
2021-03-24,370445,4,3
2021-03-23,360592,3,3
2021-03-22,364768,2,3
2021-03-21,346588,1,3
2021-03-20,365911,7,3
2021-03-19,403090,6,3
2021-03-18,410431,5,3
2021-03-17,406417,4,3
2021-03-16,432976,3,3
2021-03-15,422442,2,3
2021-03-14,352123,1,3
2021-03-13,361434,7,3
2021-03-12,363170,6,3
2021-03-11,372488,5,3
2021-03-10,381957,4,3
2021-03-09,390131,3,3
2021-03-08,420040,2,3
2021-03-07,393435,1,3
2021-03-06,412873,7,3
2021-03-05,428893,6,3
2021-03-04,413658,5,3
2021-03-03,410133,4,3
2021-03-02,437235,3,3
2021-03-01,414947,2,3
2021-02-28,381413,1,2
2021-02-27,389255,7,2
2021-02-26,406528,6,2
2021-02-25,404842,5,2
2021-02-24,405350,4,2
2021-02-23,429113,3,2
2021-02-22,446062,2,2
2021-02-21,413940,1,2
2021-02-20,422977,7,2
2021-02-19,452039,6,2
2021-02-18,461188,5,2
2021-02-17,444978,4,2
2021-02-16,431607,3,2
2021-02-15,438248,2,2
2021-02-14,420995,1,2
2021-02-13,441065,7,2
2021-02-12,462071,6,2
2021-02-11,455649,5,2
2021-02-10,451682,4,2
2021-02-09,461958,3,2
2021-02-08,460103,2,2
2021-02-07,425338,1,2
2021-02-06,406996,7,2
2021-02-05,427449,6,2
2021-02-04,435958,5,2
2021-02-03,451157,4,2
2021-02-02,454581,3,2
2021-02-01,464642,2,2
2021-01-31,451538,1,1
2021-01-30,452002,7,1
2021-01-29,481893,6,1
2021-01-28,457481,5,1
2021-01-27,443123,4,1
2021-01-26,449777,3,1
2021-01-25,446285,2,1
2021-01-24,426810,1,1
2021-01-23,423179,7,1
2021-01-22,425015,6,1
2021-01-21,440899,5,1
2021-01-20,434838,4,1
2021-01-19,427503,3,1
2021-01-18,409343,2,1
2021-01-17,388142,1,1
2021-01-16,391838,7,1
2021-01-15,418092,6,1
2021-01-14,417053,5,1
2021-01-13,428535,4,1
2021-01-12,430982,3,1
2021-01-11,439489,2,1
2021-01-10,407166,1,1
2021-01-09,417297,7,1
2021-01-08,437653,6,1
2021-01-07,429691,5,1
2021-01-06,425229,4,1
2021-01-05,421016,3,1
2021-01-04,419854,2,1
2021-01-03,400773,1,1
2021-01-02,386757,7,1
2021-01-01,394458,6,1
2020-12-31,409804,5,12
2020-12-30,431655,4,12
2020-12-29,425497,3,12
2020-12-28,418723,2,12
2020-12-27,409582,1,12
2020-12-26,414776,7,12
2020-12-25,374831,6,12
2020-12-24,395338,5,12
2020-12-23,423610,4,12
2020-12-22,425866,3,12
2020-12-21,429495,2,12
2020-12-20,421354,1,12
2020-12-19,440992,7,12
2020-12-18,459992,6,12
2020-12-17,456506,5,12
2020-12-16,462739,4,12
2020-12-15,433832,3,12
2020-12-14,421772,2,12
2020-12-13,370036,1,12
2020-12-12,384119,7,12
2020-12-11,405539,6,12
2020-12-10,417418,5,12
2020-12-09,437546,4,12
2020-12-08,439286,3,12
2020-12-07,427538,2,12
2020-12-06,393226,1,12
2020-12-05,388790,7,12
2020-12-04,400374,6,12
2020-12-03,405187,5,12
2020-12-02,413585,4,12
2020-12-01,391636,3,12
2020-11-30,397672,2,11
2020-11-29,357775,1,11
2020-11-28,356781,7,11
2020-11-27,353285,6,11
2020-11-26,354877,5,11
2020-11-25,392693,4,11
2020-11-24,396220,3,11
2020-11-23,390956,2,11
2020-11-22,368526,1,11
2020-11-21,354913,7,11
2020-11-20,377500,6,11
2020-11-19,407893,5,11
2020-11-18,417364,4,11
2020-11-17,401069,3,11
2020-11-16,383362,2,11
2020-11-15,360657,1,11
2020-11-14,359465,7,11
2020-11-13,386797,6,11
2020-11-12,381135,5,11
2020-11-11,378257,4,11
2020-11-10,372050,3,11
2020-11-09,368160,2,11
2020-11-08,336662,1,11
2020-11-07,341890,7,11
2020-11-06,367269,6,11
2020-11-05,374554,5,11
2020-11-04,385107,4,11
2020-11-03,398826,3,11
2020-11-02,404530,2,11
2020-11-01,383759,1,11
2020-10-31,368979,7,10
2020-10-30,397989,6,10
2020-10-29,390508,5,10
2020-10-28,382536,4,10
2020-10-27,378156,3,10
2020-10-26,382988,2,10
2020-10-25,343680,1,10
2020-10-24,351243,7,10
2020-10-23,380120,6,10
2020-10-22,384146,5,10
2020-10-21,380997,4,10
2020-10-20,378932,3,10
2020-10-19,371610,2,10
2020-10-18,340508,1,10
2020-10-17,341083,7,10
2020-10-16,376725,6,10
2020-10-15,371138,5,10
2020-10-14,364062,4,10
2020-10-13,372711,3,10
2020-10-12,366810,2,10
2020-10-11,337765,1,10
2020-10-10,346165,7,10
2020-10-09,360226,6,10
2020-10-08,360432,5,10
2020-10-07,373802,4,10
2020-10-06,369584,3,10
2020-10-05,369120,2,10
2020-10-04,337140,1,10
2020-10-03,338230,7,10
2020-10-02,369260,6,10
2020-10-01,377009,5,10
2020-09-30,390493,4,9
2020-09-29,422852,3,9
2020-09-28,435307,2,9
2020-09-27,394631,1,9
2020-09-26,374133,7,9
2020-09-25,395374,6,9
2020-09-24,388222,5,9
2020-09-23,378242,4,9
2020-09-22,362793,3,9
2020-09-21,359453,2,9
2020-09-20,326551,1,9
2020-09-19,330142,7,9
2020-09-18,377325,6,9
2020-09-17,396564,5,9
2020-09-16,374388,4,9
2020-09-15,368274,3,9
2020-09-14,409808,2,9
2020-09-13,381824,1,9
2020-09-12,368403,7,9
2020-09-11,442151,6,9
2020-09-10,498260,5,9
2020-09-09,479793,4,9
2020-09-08,472367,3,9
2020-09-07,416752,2,9
2020-09-06,395508,1,9
2020-09-05,397321,7,9
2020-09-04,474323,6,9
2020-09-03,488441,5,9
2020-09-02,479008,4,9
2020-09-01,450704,3,9
2020-08-31,419440,2,8
2020-08-30,406151,1,8
2020-08-29,467998,7,8
2020-08-28,488871,6,8
2020-08-27,492221,5,8
2020-08-26,445425,4,8
2020-08-25,544676,3,8
2020-08-24,560478,2,8
2020-08-23,494350,1,8
2020-08-22,488545,7,8
2020-08-21,469932,6,8
2020-08-20,430165,5,8
2020-08-19,437148,4,8
2020-08-18,459762,3,8
2020-08-17,452051,2,8
2020-08-16,420784,1,8
2020-08-15,466205,7,8
2020-08-14,524632,6,8
2020-08-13,526121,5,8
2020-08-12,569205,4,8
2020-08-11,586464,3,8
2020-08-10,577610,2,8
2020-08-09,485315,1,8
2020-08-08,459416,7,8
2020-08-07,458152,6,8
2020-08-06,459526,5,8
2020-08-05,476606,4,8
2020-08-04,490292,3,8
2020-08-03,564260,2,8
2020-08-02,532933,1,8
2020-08-01,502101,7,8
2020-07-31,515962,6,7
2020-07-30,564827,5,7
2020-07-29,569606,4,7
2020-07-28,610363,3,7
2020-07-27,606105,2,7
2020-07-26,542869,1,7
2020-07-25,515492,7,7
2020-07-24,524058,6,7
2020-07-23,563358,5,7
2020-07-22,573146,4,7
2020-07-21,569133,3,7
2020-07-20,607949,2,7
2020-07-19,547632,1,7
2020-07-18,510991,7,7
2020-07-17,487883,6,7
2020-07-16,477647,5,7
2020-07-15,500716,4,7
2020-07-14,507747,3,7
2020-07-13,522728,2,7
2020-07-12,490645,1,7
2020-07-11,505563,7,7
2020-07-10,538624,6,7
2020-07-09,568242,5,7
2020-07-08,546111,4,7
2020-07-07,518063,3,7
2020-07-06,534612,2,7
2020-07-05,481033,1,7
2020-07-04,460584,7,7
2020-07-03,506370,6,7
2020-07-02,504550,5,7
2020-07-01,466835,4,7
2020-06-30,462231,3,6
2020-06-29,491415,2,6
2020-06-28,460176,1,6
2020-06-27,435377,7,6
2020-06-26,471196,6,6
2020-06-25,464667,5,6
2020-06-24,493863,4,6
2020-06-23,528120,3,6
2020-06-22,529362,2,6
2020-06-21,467528,1,6
2020-06-20,454682,7,6
2020-06-19,459477,6,6
2020-06-18,437800,5,6
2020-06-17,405260,4,6
2020-06-16,386066,3,6
2020-06-15,373907,2,6
2020-06-14,337827,1,6
2020-06-13,357046,7,6
2020-06-12,428356,6,6
2020-06-11,459278,5,6
2020-06-10,479478,4,6
2020-06-09,435300,3,6
2020-06-08,383467,2,6
2020-06-07,356636,1,6
2020-06-06,422362,7,6
2020-06-05,437673,6,6
2020-06-04,421995,5,6
2020-06-03,387358,4,6
2020-06-02,354817,3,6
2020-06-01,342877,2,6
2020-05-31,325062,1,5
2020-05-30,368260,7,5
2020-05-29,415414,6,5
2020-05-28,406851,5,5
2020-05-27,409021,4,5
2020-05-26,392903,3,5
2020-05-25,339453,2,5
2020-05-24,321627,1,5
2020-05-23,342404,7,5
2020-05-22,347239,6,5
2020-05-21,332967,5,5
2020-05-20,331513,4,5
2020-05-19,332387,3,5
2020-05-18,338796,2,5
2020-05-17,314957,1,5
2020-05-16,329775,7,5
2020-05-15,349492,6,5
2020-05-14,337978,5,5
2020-05-13,339307,4,5
2020-05-12,346632,3,5
2020-05-11,349356,2,5
2020-05-10,322396,1,5
2020-05-09,344123,7,5
2020-05-08,346524,6,5
2020-05-07,335328,5,5
2020-05-06,344727,4,5
2020-05-05,332300,3,5
2020-05-04,337291,2,5
2020-05-03,308151,1,5
2020-05-02,310851,7,5
2020-05-01,339664,6,5
2020-04-30,350924,5,4
2020-04-29,345988,4,4
2020-04-28,337534,3,4
2020-04-27,356112,2,4
2020-04-26,335571,1,4
2020-04-25,317807,7,4
2020-04-24,358646,6,4
2020-04-23,361849,5,4
2020-04-22,359643,4,4
2020-04-21,358177,3,4
2020-04-20,339649,2,4
2020-04-19,325658,1,4
2020-04-18,345884,7,4
2020-04-17,356150,6,4
2020-04-16,353853,5,4
2020-04-15,345929,4,4
2020-04-14,340531,3,4
2020-04-13,348042,2,4
2020-04-12,324822,1,4
2020-04-11,333834,7,4
2020-04-10,357981,6,4
2020-04-09,352504,5,4
2020-04-08,338419,4,4
2020-04-07,331020,3,4
2020-04-06,333526,2,4
2020-04-05,321898,1,4
2020-04-04,328054,7,4
2020-04-03,358318,6,4
2020-04-02,351628,5,4
2020-04-01,349971,4,4
2020-03-31,361358,3,3
2020-03-30,361216,2,3
2020-03-29,344658,1,3
2020-03-28,347609,7,3
2020-03-27,339755,6,3
2020-03-26,355344,5,3
2020-03-25,374212,4,3
2020-03-24,371179,3,3
2020-03-23,395706,2,3
2020-03-22,352376,1,3
2020-03-21,343949,7,3
2020-03-20,367884,6,3
2020-03-19,380107,5,3
2020-03-18,376854,4,3
2020-03-17,394858,3,3
2020-03-16,391246,2,3
2020-03-15,353826,1,3
2020-03-14,362292,7,3
2020-03-13,384709,6,3
2020-03-12,394063,5,3
2020-03-11,384731,4,3
2020-03-10,382426,3,3
2020-03-09,376289,2,3
2020-03-08,350689,1,3
2020-03-07,380774,7,3
2020-03-06,408751,6,3
2020-03-05,393813,5,3
2020-03-04,393351,4,3
2020-03-03,391910,3,3
2020-03-02,404208,2,3
2020-03-01,397138,1,3
2020-02-29,414052,7,2
2020-02-28,434930,6,2
2020-02-27,422754,5,2
2020-02-26,410856,4,2
2020-02-25,403968,3,2
2020-02-24,396988,2,2
2020-02-23,376711,1,2
2020-02-22,397737,7,2
2020-02-21,440743,6,2
2020-02-20,438932,5,2
2020-02-19,416059,4,2
2020-02-18,428817,3,2
2020-02-17,406172,2,2
2020-02-16,402422,1,2
2020-02-15,436670,7,2
2020-02-14,441719,6,2
2020-02-13,428721,5,2
2020-02-12,415697,4,2
2020-02-11,419608,3,2
2020-02-10,425057,2,2
2020-02-09,407441,1,2
2020-02-08,415093,7,2
2020-02-07,431139,6,2
2020-02-06,433669,5,2
2020-02-05,420674,4,2
2020-02-04,415349,3,2
2020-02-03,410942,2,2
2020-02-02,394120,1,2
2020-02-01,402350,7,2
2020-01-31,434227,6,1
2020-01-30,443703,5,1
2020-01-29,432528,4,1
2020-01-28,427454,3,1
2020-01-27,423957,2,1
2020-01-26,389926,1,1
2020-01-25,402991,7,1
2020-01-24,419874,6,1
2020-01-23,439472,5,1
2020-01-22,450860,4,1
2020-01-21,466474,3,1
2020-01-20,455573,2,1
2020-01-19,412874,1,1
2020-01-18,449093,7,1
2020-01-17,457882,6,1
2020-01-16,424414,5,1
2020-01-15,408105,4,1
2020-01-14,418257,3,1
2020-01-13,419733,2,1
2020-01-12,366821,1,1
2020-01-11,374525,7,1
2020-01-10,430162,6,1
2020-01-09,457121,5,1
2020-01-08,441775,4,1
2020-01-07,432730,3,1
2020-01-06,432354,2,1
2020-01-05,396540,1,1
2020-01-04,389879,7,1
2020-01-03,411481,6,1
2020-01-02,416985,5,1
2020-01-01,395316,4,1
