,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
1382,2021-06-25,NY,New York,D,Demand,Eastern,Eastern,435296,megawatthours
1383,2021-06-24,NY,New York,D,Demand,Eastern,Eastern,411361,megawatthours
1384,2021-06-23,NY,New York,D,Demand,Eastern,Eastern,392962,megawatthours
1385,2021-06-22,NY,New York,D,Demand,Eastern,Eastern,446933,megawatthours
1386,2021-06-21,NY,New York,D,Demand,Eastern,Eastern,531239,megawatthours
1387,2021-06-20,NY,New York,D,Demand,Eastern,Eastern,451424,megawatthours
1388,2021-06-19,NY,New York,D,Demand,Eastern,Eastern,450071,megawatthours
1389,2021-06-18,NY,New York,D,Demand,Eastern,Eastern,423960,megawatthours
1390,2021-06-17,NY,New York,D,Demand,Eastern,Eastern,397991,megawatthours
1391,2021-06-16,NY,New York,D,Demand,Eastern,Eastern,401587,megawatthours
1392,2021-06-15,NY,New York,D,Demand,Eastern,Eastern,425076,megawatthours
1393,2021-06-14,NY,New York,D,Demand,Eastern,Eastern,417920,megawatthours
1394,2021-06-13,NY,New York,D,Demand,Eastern,Eastern,384833,megawatthours
1395,2021-06-12,NY,New York,D,Demand,Eastern,Eastern,383299,megawatthours
1396,2021-06-11,NY,New York,D,Demand,Eastern,Eastern,415274,megawatthours
1397,2021-06-10,NY,New York,D,Demand,Eastern,Eastern,482074,megawatthours
1398,2021-06-09,NY,New York,D,Demand,Eastern,Eastern,545958,megawatthours
1399,2021-06-08,NY,New York,D,Demand,Eastern,Eastern,535458,megawatthours
1400,2021-06-07,NY,New York,D,Demand,Eastern,Eastern,538108,megawatthours
1401,2021-06-06,NY,New York,D,Demand,Eastern,Eastern,480108,megawatthours
1402,2021-06-05,NY,New York,D,Demand,Eastern,Eastern,435041,megawatthours
1403,2021-06-04,NY,New York,D,Demand,Eastern,Eastern,417200,megawatthours
1404,2021-06-03,NY,New York,D,Demand,Eastern,Eastern,394875,megawatthours
1405,2021-06-02,NY,New York,D,Demand,Eastern,Eastern,384575,megawatthours
1406,2021-06-01,NY,New York,D,Demand,Eastern,Eastern,368916,megawatthours
1407,2021-05-31,NY,New York,D,Demand,Eastern,Eastern,331594,megawatthours
1408,2021-05-30,NY,New York,D,Demand,Eastern,Eastern,338613,megawatthours
1409,2021-05-29,NY,New York,D,Demand,Eastern,Eastern,344443,megawatthours
1410,2021-05-28,NY,New York,D,Demand,Eastern,Eastern,376794,megawatthours
1411,2021-05-27,NY,New York,D,Demand,Eastern,Eastern,421184,megawatthours
1412,2021-05-26,NY,New York,D,Demand,Eastern,Eastern,444047,megawatthours
1413,2021-05-25,NY,New York,D,Demand,Eastern,Eastern,395964,megawatthours
1414,2021-05-24,NY,New York,D,Demand,Eastern,Eastern,384548,megawatthours
1415,2021-05-23,NY,New York,D,Demand,Eastern,Eastern,425957,megawatthours
1416,2021-05-22,NY,New York,D,Demand,Eastern,Eastern,406830,megawatthours
1417,2021-05-21,NY,New York,D,Demand,Eastern,Eastern,406843,megawatthours
1418,2021-05-20,NY,New York,D,Demand,Eastern,Eastern,401067,megawatthours
1419,2021-05-19,NY,New York,D,Demand,Eastern,Eastern,403734,megawatthours
1420,2021-05-18,NY,New York,D,Demand,Eastern,Eastern,377601,megawatthours
1421,2021-05-17,NY,New York,D,Demand,Eastern,Eastern,362224,megawatthours
1422,2021-05-16,NY,New York,D,Demand,Eastern,Eastern,327384,megawatthours
1423,2021-05-15,NY,New York,D,Demand,Eastern,Eastern,328050,megawatthours
1424,2021-05-14,NY,New York,D,Demand,Eastern,Eastern,351062,megawatthours
1425,2021-05-13,NY,New York,D,Demand,Eastern,Eastern,350029,megawatthours
1426,2021-05-12,NY,New York,D,Demand,Eastern,Eastern,351423,megawatthours
1427,2021-05-11,NY,New York,D,Demand,Eastern,Eastern,353517,megawatthours
1428,2021-05-10,NY,New York,D,Demand,Eastern,Eastern,356421,megawatthours
1429,2021-05-09,NY,New York,D,Demand,Eastern,Eastern,321625,megawatthours
1430,2021-05-08,NY,New York,D,Demand,Eastern,Eastern,333170,megawatthours
1431,2021-05-07,NY,New York,D,Demand,Eastern,Eastern,348856,megawatthours
1432,2021-05-06,NY,New York,D,Demand,Eastern,Eastern,345402,megawatthours
1433,2021-05-05,NY,New York,D,Demand,Eastern,Eastern,360820,megawatthours
1434,2021-05-04,NY,New York,D,Demand,Eastern,Eastern,358866,megawatthours
1435,2021-05-03,NY,New York,D,Demand,Eastern,Eastern,355985,megawatthours
1436,2021-05-02,NY,New York,D,Demand,Eastern,Eastern,324709,megawatthours
1437,2021-05-01,NY,New York,D,Demand,Eastern,Eastern,326083,megawatthours
1438,2021-04-30,NY,New York,D,Demand,Eastern,Eastern,359708,megawatthours
1439,2021-04-29,NY,New York,D,Demand,Eastern,Eastern,369526,megawatthours
1440,2021-04-28,NY,New York,D,Demand,Eastern,Eastern,357300,megawatthours
1441,2021-04-27,NY,New York,D,Demand,Eastern,Eastern,355317,megawatthours
1442,2021-04-26,NY,New York,D,Demand,Eastern,Eastern,354532,megawatthours
1443,2021-04-25,NY,New York,D,Demand,Eastern,Eastern,329845,megawatthours
1444,2021-04-24,NY,New York,D,Demand,Eastern,Eastern,324378,megawatthours
1445,2021-04-23,NY,New York,D,Demand,Eastern,Eastern,360100,megawatthours
1446,2021-04-22,NY,New York,D,Demand,Eastern,Eastern,382974,megawatthours
1447,2021-04-21,NY,New York,D,Demand,Eastern,Eastern,373686,megawatthours
1448,2021-04-20,NY,New York,D,Demand,Eastern,Eastern,357950,megawatthours
1449,2021-04-19,NY,New York,D,Demand,Eastern,Eastern,350865,megawatthours
1450,2021-04-18,NY,New York,D,Demand,Eastern,Eastern,325231,megawatthours
1451,2021-04-17,NY,New York,D,Demand,Eastern,Eastern,341334,megawatthours
1452,2021-04-16,NY,New York,D,Demand,Eastern,Eastern,373125,megawatthours
1453,2021-04-15,NY,New York,D,Demand,Eastern,Eastern,371205,megawatthours
1454,2021-04-14,NY,New York,D,Demand,Eastern,Eastern,351319,megawatthours
1455,2021-04-13,NY,New York,D,Demand,Eastern,Eastern,355382,megawatthours
1456,2021-04-12,NY,New York,D,Demand,Eastern,Eastern,368415,megawatthours
1457,2021-04-11,NY,New York,D,Demand,Eastern,Eastern,331019,megawatthours
1458,2021-04-10,NY,New York,D,Demand,Eastern,Eastern,324769,megawatthours
1459,2021-04-09,NY,New York,D,Demand,Eastern,Eastern,348447,megawatthours
1460,2021-04-08,NY,New York,D,Demand,Eastern,Eastern,347105,megawatthours
1461,2021-04-07,NY,New York,D,Demand,Eastern,Eastern,349595,megawatthours
1462,2021-04-06,NY,New York,D,Demand,Eastern,Eastern,351856,megawatthours
1463,2021-04-05,NY,New York,D,Demand,Eastern,Eastern,352706,megawatthours
1464,2021-04-04,NY,New York,D,Demand,Eastern,Eastern,329017,megawatthours
1465,2021-04-03,NY,New York,D,Demand,Eastern,Eastern,352411,megawatthours
1466,2021-04-02,NY,New York,D,Demand,Eastern,Eastern,382735,megawatthours
1467,2021-04-01,NY,New York,D,Demand,Eastern,Eastern,378817,megawatthours
1468,2021-03-31,NY,New York,D,Demand,Eastern,Eastern,366803,megawatthours
1469,2021-03-30,NY,New York,D,Demand,Eastern,Eastern,358829,megawatthours
1470,2021-03-29,NY,New York,D,Demand,Eastern,Eastern,366955,megawatthours
1471,2021-03-28,NY,New York,D,Demand,Eastern,Eastern,343406,megawatthours
1472,2021-03-27,NY,New York,D,Demand,Eastern,Eastern,330055,megawatthours
1473,2021-03-26,NY,New York,D,Demand,Eastern,Eastern,357933,megawatthours
1474,2021-03-25,NY,New York,D,Demand,Eastern,Eastern,356242,megawatthours
1475,2021-03-24,NY,New York,D,Demand,Eastern,Eastern,370445,megawatthours
1476,2021-03-23,NY,New York,D,Demand,Eastern,Eastern,360592,megawatthours
1477,2021-03-22,NY,New York,D,Demand,Eastern,Eastern,364768,megawatthours
1478,2021-03-21,NY,New York,D,Demand,Eastern,Eastern,346588,megawatthours
1479,2021-03-20,NY,New York,D,Demand,Eastern,Eastern,365911,megawatthours
1480,2021-03-19,NY,New York,D,Demand,Eastern,Eastern,403090,megawatthours
1481,2021-03-18,NY,New York,D,Demand,Eastern,Eastern,410431,megawatthours
1482,2021-03-17,NY,New York,D,Demand,Eastern,Eastern,406417,megawatthours
1483,2021-03-16,NY,New York,D,Demand,Eastern,Eastern,432976,megawatthours
1484,2021-03-15,NY,New York,D,Demand,Eastern,Eastern,422442,megawatthours
1485,2021-03-14,NY,New York,D,Demand,Eastern,Eastern,352123,megawatthours
1486,2021-03-13,NY,New York,D,Demand,Eastern,Eastern,361434,megawatthours
1487,2021-03-12,NY,New York,D,Demand,Eastern,Eastern,363170,megawatthours
1488,2021-03-11,NY,New York,D,Demand,Eastern,Eastern,372488,megawatthours
1489,2021-03-10,NY,New York,D,Demand,Eastern,Eastern,381957,megawatthours
1490,2021-03-09,NY,New York,D,Demand,Eastern,Eastern,390131,megawatthours
1491,2021-03-08,NY,New York,D,Demand,Eastern,Eastern,420040,megawatthours
1492,2021-03-07,NY,New York,D,Demand,Eastern,Eastern,393435,megawatthours
1493,2021-03-06,NY,New York,D,Demand,Eastern,Eastern,412873,megawatthours
1494,2021-03-05,NY,New York,D,Demand,Eastern,Eastern,428893,megawatthours
1495,2021-03-04,NY,New York,D,Demand,Eastern,Eastern,413658,megawatthours
1496,2021-03-03,NY,New York,D,Demand,Eastern,Eastern,410133,megawatthours
1497,2021-03-02,NY,New York,D,Demand,Eastern,Eastern,437235,megawatthours
1498,2021-03-01,NY,New York,D,Demand,Eastern,Eastern,414947,megawatthours
1499,2021-02-28,NY,New York,D,Demand,Eastern,Eastern,381413,megawatthours
1500,2021-02-27,NY,New York,D,Demand,Eastern,Eastern,389255,megawatthours
1501,2021-02-26,NY,New York,D,Demand,Eastern,Eastern,406528,megawatthours
1502,2021-02-25,NY,New York,D,Demand,Eastern,Eastern,404842,megawatthours
1503,2021-02-24,NY,New York,D,Demand,Eastern,Eastern,405350,megawatthours
1504,2021-02-23,NY,New York,D,Demand,Eastern,Eastern,429113,megawatthours
1505,2021-02-22,NY,New York,D,Demand,Eastern,Eastern,446062,megawatthours
1506,2021-02-21,NY,New York,D,Demand,Eastern,Eastern,413940,megawatthours
1507,2021-02-20,NY,New York,D,Demand,Eastern,Eastern,422977,megawatthours
1508,2021-02-19,NY,New York,D,Demand,Eastern,Eastern,452039,megawatthours
1509,2021-02-18,NY,New York,D,Demand,Eastern,Eastern,461188,megawatthours
1510,2021-02-17,NY,New York,D,Demand,Eastern,Eastern,444978,megawatthours
1511,2021-02-16,NY,New York,D,Demand,Eastern,Eastern,431607,megawatthours
1512,2021-02-15,NY,New York,D,Demand,Eastern,Eastern,438248,megawatthours
1513,2021-02-14,NY,New York,D,Demand,Eastern,Eastern,420995,megawatthours
1514,2021-02-13,NY,New York,D,Demand,Eastern,Eastern,441065,megawatthours
1515,2021-02-12,NY,New York,D,Demand,Eastern,Eastern,462071,megawatthours
1516,2021-02-11,NY,New York,D,Demand,Eastern,Eastern,455649,megawatthours
1517,2021-02-10,NY,New York,D,Demand,Eastern,Eastern,451682,megawatthours
1518,2021-02-09,NY,New York,D,Demand,Eastern,Eastern,461958,megawatthours
1519,2021-02-08,NY,New York,D,Demand,Eastern,Eastern,460103,megawatthours
1520,2021-02-07,NY,New York,D,Demand,Eastern,Eastern,425338,megawatthours
1521,2021-02-06,NY,New York,D,Demand,Eastern,Eastern,406996,megawatthours
1522,2021-02-05,NY,New York,D,Demand,Eastern,Eastern,427449,megawatthours
1523,2021-02-04,NY,New York,D,Demand,Eastern,Eastern,435958,megawatthours
1524,2021-02-03,NY,New York,D,Demand,Eastern,Eastern,451157,megawatthours
1525,2021-02-02,NY,New York,D,Demand,Eastern,Eastern,454581,megawatthours
1526,2021-02-01,NY,New York,D,Demand,Eastern,Eastern,464642,megawatthours
1527,2021-01-31,NY,New York,D,Demand,Eastern,Eastern,451538,megawatthours
1528,2021-01-30,NY,New York,D,Demand,Eastern,Eastern,452002,megawatthours
1529,2021-01-29,NY,New York,D,Demand,Eastern,Eastern,481893,megawatthours
1530,2021-01-28,NY,New York,D,Demand,Eastern,Eastern,457481,megawatthours
1531,2021-01-27,NY,New York,D,Demand,Eastern,Eastern,443123,megawatthours
1532,2021-01-26,NY,New York,D,Demand,Eastern,Eastern,449777,megawatthours
1533,2021-01-25,NY,New York,D,Demand,Eastern,Eastern,446285,megawatthours
1534,2021-01-24,NY,New York,D,Demand,Eastern,Eastern,426810,megawatthours
1535,2021-01-23,NY,New York,D,Demand,Eastern,Eastern,423179,megawatthours
1536,2021-01-22,NY,New York,D,Demand,Eastern,Eastern,425015,megawatthours
1537,2021-01-21,NY,New York,D,Demand,Eastern,Eastern,440899,megawatthours
1538,2021-01-20,NY,New York,D,Demand,Eastern,Eastern,434838,megawatthours
1539,2021-01-19,NY,New York,D,Demand,Eastern,Eastern,427503,megawatthours
1540,2021-01-18,NY,New York,D,Demand,Eastern,Eastern,409343,megawatthours
1541,2021-01-17,NY,New York,D,Demand,Eastern,Eastern,388142,megawatthours
1542,2021-01-16,NY,New York,D,Demand,Eastern,Eastern,391838,megawatthours
1543,2021-01-15,NY,New York,D,Demand,Eastern,Eastern,418092,megawatthours
1544,2021-01-14,NY,New York,D,Demand,Eastern,Eastern,417053,megawatthours
1545,2021-01-13,NY,New York,D,Demand,Eastern,Eastern,428535,megawatthours
1546,2021-01-12,NY,New York,D,Demand,Eastern,Eastern,430982,megawatthours
1547,2021-01-11,NY,New York,D,Demand,Eastern,Eastern,439489,megawatthours
1548,2021-01-10,NY,New York,D,Demand,Eastern,Eastern,407166,megawatthours
1549,2021-01-09,NY,New York,D,Demand,Eastern,Eastern,417297,megawatthours
1550,2021-01-08,NY,New York,D,Demand,Eastern,Eastern,437653,megawatthours
1551,2021-01-07,NY,New York,D,Demand,Eastern,Eastern,429691,megawatthours
1552,2021-01-06,NY,New York,D,Demand,Eastern,Eastern,425229,megawatthours
1553,2021-01-05,NY,New York,D,Demand,Eastern,Eastern,421016,megawatthours
1554,2021-01-04,NY,New York,D,Demand,Eastern,Eastern,419854,megawatthours
1555,2021-01-03,NY,New York,D,Demand,Eastern,Eastern,400773,megawatthours
1556,2021-01-02,NY,New York,D,Demand,Eastern,Eastern,386757,megawatthours
1557,2021-01-01,NY,New York,D,Demand,Eastern,Eastern,394458,megawatthours
1558,2020-12-31,NY,New York,D,Demand,Eastern,Eastern,409804,megawatthours
1559,2020-12-30,NY,New York,D,Demand,Eastern,Eastern,431655,megawatthours
1560,2020-12-29,NY,New York,D,Demand,Eastern,Eastern,425497,megawatthours
1561,2020-12-28,NY,New York,D,Demand,Eastern,Eastern,418723,megawatthours
1562,2020-12-27,NY,New York,D,Demand,Eastern,Eastern,409582,megawatthours
1563,2020-12-26,NY,New York,D,Demand,Eastern,Eastern,414776,megawatthours
1564,2020-12-25,NY,New York,D,Demand,Eastern,Eastern,374831,megawatthours
1565,2020-12-24,NY,New York,D,Demand,Eastern,Eastern,395338,megawatthours
1566,2020-12-23,NY,New York,D,Demand,Eastern,Eastern,423610,megawatthours
1567,2020-12-22,NY,New York,D,Demand,Eastern,Eastern,425866,megawatthours
1568,2020-12-21,NY,New York,D,Demand,Eastern,Eastern,429495,megawatthours
1569,2020-12-20,NY,New York,D,Demand,Eastern,Eastern,421354,megawatthours
1570,2020-12-19,NY,New York,D,Demand,Eastern,Eastern,440992,megawatthours
1571,2020-12-18,NY,New York,D,Demand,Eastern,Eastern,459992,megawatthours
1572,2020-12-17,NY,New York,D,Demand,Eastern,Eastern,456506,megawatthours
1573,2020-12-16,NY,New York,D,Demand,Eastern,Eastern,462739,megawatthours
1574,2020-12-15,NY,New York,D,Demand,Eastern,Eastern,433832,megawatthours
1575,2020-12-14,NY,New York,D,Demand,Eastern,Eastern,421772,megawatthours
1576,2020-12-13,NY,New York,D,Demand,Eastern,Eastern,370036,megawatthours
1577,2020-12-12,NY,New York,D,Demand,Eastern,Eastern,384119,megawatthours
1578,2020-12-11,NY,New York,D,Demand,Eastern,Eastern,405539,megawatthours
1579,2020-12-10,NY,New York,D,Demand,Eastern,Eastern,417418,megawatthours
1580,2020-12-09,NY,New York,D,Demand,Eastern,Eastern,437546,megawatthours
1581,2020-12-08,NY,New York,D,Demand,Eastern,Eastern,439286,megawatthours
1582,2020-12-07,NY,New York,D,Demand,Eastern,Eastern,427538,megawatthours
1583,2020-12-06,NY,New York,D,Demand,Eastern,Eastern,393226,megawatthours
1584,2020-12-05,NY,New York,D,Demand,Eastern,Eastern,388790,megawatthours
1585,2020-12-04,NY,New York,D,Demand,Eastern,Eastern,400374,megawatthours
1586,2020-12-03,NY,New York,D,Demand,Eastern,Eastern,405187,megawatthours
1587,2020-12-02,NY,New York,D,Demand,Eastern,Eastern,413585,megawatthours
1588,2020-12-01,NY,New York,D,Demand,Eastern,Eastern,391636,megawatthours
1589,2020-11-30,NY,New York,D,Demand,Eastern,Eastern,397672,megawatthours
1590,2020-11-29,NY,New York,D,Demand,Eastern,Eastern,357775,megawatthours
1591,2020-11-28,NY,New York,D,Demand,Eastern,Eastern,356781,megawatthours
1592,2020-11-27,NY,New York,D,Demand,Eastern,Eastern,353285,megawatthours
1593,2020-11-26,NY,New York,D,Demand,Eastern,Eastern,354877,megawatthours
1594,2020-11-25,NY,New York,D,Demand,Eastern,Eastern,392693,megawatthours
1595,2020-11-24,NY,New York,D,Demand,Eastern,Eastern,396220,megawatthours
1596,2020-11-23,NY,New York,D,Demand,Eastern,Eastern,390956,megawatthours
1597,2020-11-22,NY,New York,D,Demand,Eastern,Eastern,368526,megawatthours
1598,2020-11-21,NY,New York,D,Demand,Eastern,Eastern,354913,megawatthours
1599,2020-11-20,NY,New York,D,Demand,Eastern,Eastern,377500,megawatthours
1600,2020-11-19,NY,New York,D,Demand,Eastern,Eastern,407893,megawatthours
1601,2020-11-18,NY,New York,D,Demand,Eastern,Eastern,417364,megawatthours
1602,2020-11-17,NY,New York,D,Demand,Eastern,Eastern,401069,megawatthours
1603,2020-11-16,NY,New York,D,Demand,Eastern,Eastern,383362,megawatthours
1604,2020-11-15,NY,New York,D,Demand,Eastern,Eastern,360657,megawatthours
1605,2020-11-14,NY,New York,D,Demand,Eastern,Eastern,359465,megawatthours
1606,2020-11-13,NY,New York,D,Demand,Eastern,Eastern,386797,megawatthours
1607,2020-11-12,NY,New York,D,Demand,Eastern,Eastern,381135,megawatthours
1608,2020-11-11,NY,New York,D,Demand,Eastern,Eastern,378257,megawatthours
1609,2020-11-10,NY,New York,D,Demand,Eastern,Eastern,372050,megawatthours
1610,2020-11-09,NY,New York,D,Demand,Eastern,Eastern,368160,megawatthours
1611,2020-11-08,NY,New York,D,Demand,Eastern,Eastern,336662,megawatthours
1612,2020-11-07,NY,New York,D,Demand,Eastern,Eastern,341890,megawatthours
1613,2020-11-06,NY,New York,D,Demand,Eastern,Eastern,367269,megawatthours
1614,2020-11-05,NY,New York,D,Demand,Eastern,Eastern,374554,megawatthours
1615,2020-11-04,NY,New York,D,Demand,Eastern,Eastern,385107,megawatthours
1616,2020-11-03,NY,New York,D,Demand,Eastern,Eastern,398826,megawatthours
1617,2020-11-02,NY,New York,D,Demand,Eastern,Eastern,404530,megawatthours
1618,2020-11-01,NY,New York,D,Demand,Eastern,Eastern,383759,megawatthours
1619,2020-10-31,NY,New York,D,Demand,Eastern,Eastern,368979,megawatthours
1620,2020-10-30,NY,New York,D,Demand,Eastern,Eastern,397989,megawatthours
1621,2020-10-29,NY,New York,D,Demand,Eastern,Eastern,390508,megawatthours
1622,2020-10-28,NY,New York,D,Demand,Eastern,Eastern,382536,megawatthours
1623,2020-10-27,NY,New York,D,Demand,Eastern,Eastern,378156,megawatthours
1624,2020-10-26,NY,New York,D,Demand,Eastern,Eastern,382988,megawatthours
1625,2020-10-25,NY,New York,D,Demand,Eastern,Eastern,343680,megawatthours
1626,2020-10-24,NY,New York,D,Demand,Eastern,Eastern,351243,megawatthours
1627,2020-10-23,NY,New York,D,Demand,Eastern,Eastern,380120,megawatthours
1628,2020-10-22,NY,New York,D,Demand,Eastern,Eastern,384146,megawatthours
1629,2020-10-21,NY,New York,D,Demand,Eastern,Eastern,380997,megawatthours
1630,2020-10-20,NY,New York,D,Demand,Eastern,Eastern,378932,megawatthours
1631,2020-10-19,NY,New York,D,Demand,Eastern,Eastern,371610,megawatthours
1632,2020-10-18,NY,New York,D,Demand,Eastern,Eastern,340508,megawatthours
1633,2020-10-17,NY,New York,D,Demand,Eastern,Eastern,341083,megawatthours
1634,2020-10-16,NY,New York,D,Demand,Eastern,Eastern,376725,megawatthours
1635,2020-10-15,NY,New York,D,Demand,Eastern,Eastern,371138,megawatthours
1636,2020-10-14,NY,New York,D,Demand,Eastern,Eastern,364062,megawatthours
1637,2020-10-13,NY,New York,D,Demand,Eastern,Eastern,372711,megawatthours
1638,2020-10-12,NY,New York,D,Demand,Eastern,Eastern,366810,megawatthours
1639,2020-10-11,NY,New York,D,Demand,Eastern,Eastern,337765,megawatthours
1640,2020-10-10,NY,New York,D,Demand,Eastern,Eastern,346165,megawatthours
1641,2020-10-09,NY,New York,D,Demand,Eastern,Eastern,360226,megawatthours
1642,2020-10-08,NY,New York,D,Demand,Eastern,Eastern,360432,megawatthours
1643,2020-10-07,NY,New York,D,Demand,Eastern,Eastern,373802,megawatthours
1644,2020-10-06,NY,New York,D,Demand,Eastern,Eastern,369584,megawatthours
1645,2020-10-05,NY,New York,D,Demand,Eastern,Eastern,369120,megawatthours
1646,2020-10-04,NY,New York,D,Demand,Eastern,Eastern,337140,megawatthours
1647,2020-10-03,NY,New York,D,Demand,Eastern,Eastern,338230,megawatthours
1648,2020-10-02,NY,New York,D,Demand,Eastern,Eastern,369260,megawatthours
1649,2020-10-01,NY,New York,D,Demand,Eastern,Eastern,377009,megawatthours
1650,2020-09-30,NY,New York,D,Demand,Eastern,Eastern,390493,megawatthours
1651,2020-09-29,NY,New York,D,Demand,Eastern,Eastern,422852,megawatthours
1652,2020-09-28,NY,New York,D,Demand,Eastern,Eastern,435307,megawatthours
1653,2020-09-27,NY,New York,D,Demand,Eastern,Eastern,394631,megawatthours
1654,2020-09-26,NY,New York,D,Demand,Eastern,Eastern,374133,megawatthours
1655,2020-09-25,NY,New York,D,Demand,Eastern,Eastern,395374,megawatthours
1656,2020-09-24,NY,New York,D,Demand,Eastern,Eastern,388222,megawatthours
1657,2020-09-23,NY,New York,D,Demand,Eastern,Eastern,378242,megawatthours
1658,2020-09-22,NY,New York,D,Demand,Eastern,Eastern,362793,megawatthours
1659,2020-09-21,NY,New York,D,Demand,Eastern,Eastern,359453,megawatthours
1660,2020-09-20,NY,New York,D,Demand,Eastern,Eastern,326551,megawatthours
1661,2020-09-19,NY,New York,D,Demand,Eastern,Eastern,330142,megawatthours
1662,2020-09-18,NY,New York,D,Demand,Eastern,Eastern,377325,megawatthours
1663,2020-09-17,NY,New York,D,Demand,Eastern,Eastern,396564,megawatthours
1664,2020-09-16,NY,New York,D,Demand,Eastern,Eastern,374388,megawatthours
1665,2020-09-15,NY,New York,D,Demand,Eastern,Eastern,368274,megawatthours
1666,2020-09-14,NY,New York,D,Demand,Eastern,Eastern,409808,megawatthours
1667,2020-09-13,NY,New York,D,Demand,Eastern,Eastern,381824,megawatthours
1668,2020-09-12,NY,New York,D,Demand,Eastern,Eastern,368403,megawatthours
1669,2020-09-11,NY,New York,D,Demand,Eastern,Eastern,442151,megawatthours
1670,2020-09-10,NY,New York,D,Demand,Eastern,Eastern,498260,megawatthours
1671,2020-09-09,NY,New York,D,Demand,Eastern,Eastern,479793,megawatthours
1672,2020-09-08,NY,New York,D,Demand,Eastern,Eastern,472367,megawatthours
1673,2020-09-07,NY,New York,D,Demand,Eastern,Eastern,416752,megawatthours
1674,2020-09-06,NY,New York,D,Demand,Eastern,Eastern,395508,megawatthours
1675,2020-09-05,NY,New York,D,Demand,Eastern,Eastern,397321,megawatthours
1676,2020-09-04,NY,New York,D,Demand,Eastern,Eastern,474323,megawatthours
1677,2020-09-03,NY,New York,D,Demand,Eastern,Eastern,488441,megawatthours
1678,2020-09-02,NY,New York,D,Demand,Eastern,Eastern,479008,megawatthours
1679,2020-09-01,NY,New York,D,Demand,Eastern,Eastern,450704,megawatthours
1680,2020-08-31,NY,New York,D,Demand,Eastern,Eastern,419440,megawatthours
1681,2020-08-30,NY,New York,D,Demand,Eastern,Eastern,406151,megawatthours
1682,2020-08-29,NY,New York,D,Demand,Eastern,Eastern,467998,megawatthours
1683,2020-08-28,NY,New York,D,Demand,Eastern,Eastern,488871,megawatthours
1684,2020-08-27,NY,New York,D,Demand,Eastern,Eastern,492221,megawatthours
1685,2020-08-26,NY,New York,D,Demand,Eastern,Eastern,445425,megawatthours
1686,2020-08-25,NY,New York,D,Demand,Eastern,Eastern,544676,megawatthours
1687,2020-08-24,NY,New York,D,Demand,Eastern,Eastern,560478,megawatthours
1688,2020-08-23,NY,New York,D,Demand,Eastern,Eastern,494350,megawatthours
1689,2020-08-22,NY,New York,D,Demand,Eastern,Eastern,488545,megawatthours
1690,2020-08-21,NY,New York,D,Demand,Eastern,Eastern,469932,megawatthours
1691,2020-08-20,NY,New York,D,Demand,Eastern,Eastern,430165,megawatthours
1692,2020-08-19,NY,New York,D,Demand,Eastern,Eastern,437148,megawatthours
1693,2020-08-18,NY,New York,D,Demand,Eastern,Eastern,459762,megawatthours
1694,2020-08-17,NY,New York,D,Demand,Eastern,Eastern,452051,megawatthours
1695,2020-08-16,NY,New York,D,Demand,Eastern,Eastern,420784,megawatthours
1696,2020-08-15,NY,New York,D,Demand,Eastern,Eastern,466205,megawatthours
1697,2020-08-14,NY,New York,D,Demand,Eastern,Eastern,524632,megawatthours
1698,2020-08-13,NY,New York,D,Demand,Eastern,Eastern,526121,megawatthours
1699,2020-08-12,NY,New York,D,Demand,Eastern,Eastern,569205,megawatthours
1700,2020-08-11,NY,New York,D,Demand,Eastern,Eastern,586464,megawatthours
1701,2020-08-10,NY,New York,D,Demand,Eastern,Eastern,577610,megawatthours
1702,2020-08-09,NY,New York,D,Demand,Eastern,Eastern,485315,megawatthours
1703,2020-08-08,NY,New York,D,Demand,Eastern,Eastern,459416,megawatthours
1704,2020-08-07,NY,New York,D,Demand,Eastern,Eastern,458152,megawatthours
1705,2020-08-06,NY,New York,D,Demand,Eastern,Eastern,459526,megawatthours
1706,2020-08-05,NY,New York,D,Demand,Eastern,Eastern,476606,megawatthours
1707,2020-08-04,NY,New York,D,Demand,Eastern,Eastern,490292,megawatthours
1708,2020-08-03,NY,New York,D,Demand,Eastern,Eastern,564260,megawatthours
1709,2020-08-02,NY,New York,D,Demand,Eastern,Eastern,532933,megawatthours
1710,2020-08-01,NY,New York,D,Demand,Eastern,Eastern,502101,megawatthours
1711,2020-07-31,NY,New York,D,Demand,Eastern,Eastern,515962,megawatthours
1712,2020-07-30,NY,New York,D,Demand,Eastern,Eastern,564827,megawatthours
1713,2020-07-29,NY,New York,D,Demand,Eastern,Eastern,569606,megawatthours
1714,2020-07-28,NY,New York,D,Demand,Eastern,Eastern,610363,megawatthours
1715,2020-07-27,NY,New York,D,Demand,Eastern,Eastern,606105,megawatthours
1716,2020-07-26,NY,New York,D,Demand,Eastern,Eastern,542869,megawatthours
1717,2020-07-25,NY,New York,D,Demand,Eastern,Eastern,515492,megawatthours
1718,2020-07-24,NY,New York,D,Demand,Eastern,Eastern,524058,megawatthours
1719,2020-07-23,NY,New York,D,Demand,Eastern,Eastern,563358,megawatthours
1720,2020-07-22,NY,New York,D,Demand,Eastern,Eastern,573146,megawatthours
1721,2020-07-21,NY,New York,D,Demand,Eastern,Eastern,569133,megawatthours
