scaled_MWh,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6
0.2993740738848296,0.32813857237749733,0.24552686372694293,0.2790250881406162,0.24974324255275665,0.2392037325634868,0.28872822032599255
0.32813857237749733,0.24552686372694293,0.2790250881406162,0.24974324255275665,0.2392037325634868,0.28872822032599255,0.28227000408768077
0.24552686372694293,0.2790250881406162,0.24974324255275665,0.2392037325634868,0.28872822032599255,0.28227000408768077,0.31550380665270045
0.2790250881406162,0.24974324255275665,0.2392037325634868,0.28872822032599255,0.28227000408768077,0.31550380665270045,0.3026937177456441
0.24974324255275665,0.2392037325634868,0.28872822032599255,0.28227000408768077,0.31550380665270045,0.3026937177456441,0.36061647335343106
0.2392037325634868,0.28872822032599255,0.28227000408768077,0.31550380665270045,0.3026937177456441,0.36061647335343106,0.22491345613407593
0.28872822032599255,0.28227000408768077,0.31550380665270045,0.3026937177456441,0.36061647335343106,0.22491345613407593,0.23448437739512545
0.28227000408768077,0.31550380665270045,0.3026937177456441,0.36061647335343106,0.22491345613407593,0.23448437739512545,0.2493264907260743
0.31550380665270045,0.3026937177456441,0.36061647335343106,0.22491345613407593,0.23448437739512545,0.2493264907260743,0.2659908154923101
0.3026937177456441,0.36061647335343106,0.22491345613407593,0.23448437739512545,0.2493264907260743,0.2659908154923101,0.23271102651882888
0.36061647335343106,0.22491345613407593,0.23448437739512545,0.2493264907260743,0.2659908154923101,0.23271102651882888,0.2694541668795667
0.22491345613407593,0.23448437739512545,0.2493264907260743,0.2659908154923101,0.23271102651882888,0.2694541668795667,0.3160355245005365
0.23448437739512545,0.2493264907260743,0.2659908154923101,0.23271102651882888,0.2694541668795667,0.3160355245005365,0.22196170354095346
0.2493264907260743,0.2659908154923101,0.23271102651882888,0.2694541668795667,0.3160355245005365,0.22196170354095346,0.2303628455367636
0.2659908154923101,0.23271102651882888,0.2694541668795667,0.3160355245005365,0.22196170354095346,0.2303628455367636,0.25705220734760614
0.23271102651882888,0.2694541668795667,0.3160355245005365,0.22196170354095346,0.2303628455367636,0.25705220734760614,0.2903147514179143
0.2694541668795667,0.3160355245005365,0.22196170354095346,0.2303628455367636,0.25705220734760614,0.2903147514179143,0.30660543661540035
0.3160355245005365,0.22196170354095346,0.2303628455367636,0.25705220734760614,0.2903147514179143,0.30660543661540035,0.2514332430637167
0.22196170354095346,0.2303628455367636,0.25705220734760614,0.2903147514179143,0.30660543661540035,0.2514332430637167,0.27421950845638954
0.2303628455367636,0.25705220734760614,0.2903147514179143,0.30660543661540035,0.2514332430637167,0.27421950845638954,0.3063525113688621
0.25705220734760614,0.2903147514179143,0.30660543661540035,0.2514332430637167,0.27421950845638954,0.3063525113688621,0.3813707143222115
0.2903147514179143,0.30660543661540035,0.2514332430637167,0.27421950845638954,0.3063525113688621,0.3813707143222115,0.37395828010832355
0.30660543661540035,0.2514332430637167,0.27421950845638954,0.3063525113688621,0.3813707143222115,0.37395828010832355,0.3850956134075929
0.2514332430637167,0.27421950845638954,0.3063525113688621,0.3813707143222115,0.37395828010832355,0.3850956134075929,0.42228137294977264
0.27421950845638954,0.3063525113688621,0.3813707143222115,0.37395828010832355,0.3850956134075929,0.42228137294977264,0.4523794772878238
0.3063525113688621,0.3813707143222115,0.37395828010832355,0.3850956134075929,0.42228137294977264,0.4523794772878238,0.4145786495324715
0.3813707143222115,0.37395828010832355,0.3850956134075929,0.42228137294977264,0.4523794772878238,0.4145786495324715,0.33847114352869045
0.37395828010832355,0.3850956134075929,0.42228137294977264,0.4523794772878238,0.4145786495324715,0.33847114352869045,0.350099956568392
0.3850956134075929,0.42228137294977264,0.4523794772878238,0.4145786495324715,0.33847114352869045,0.350099956568392,0.4027802616115681
0.42228137294977264,0.4523794772878238,0.4145786495324715,0.33847114352869045,0.350099956568392,0.4027802616115681,0.3368472484798937
0.4523794772878238,0.4145786495324715,0.33847114352869045,0.350099956568392,0.4027802616115681,0.3368472484798937,0.3905766184660978
0.4145786495324715,0.33847114352869045,0.350099956568392,0.4027802616115681,0.3368472484798937,0.3905766184660978,0.4067063512339686
0.33847114352869045,0.350099956568392,0.4027802616115681,0.3368472484798937,0.3905766184660978,0.4067063512339686,0.38602683817893824
0.350099956568392,0.4027802616115681,0.3368472484798937,0.3905766184660978,0.4067063512339686,0.38602683817893824,0.43462584947115634
0.4027802616115681,0.3368472484798937,0.3905766184660978,0.4067063512339686,0.38602683817893824,0.43462584947115634,0.5562915155076389
0.3368472484798937,0.3905766184660978,0.4067063512339686,0.38602683817893824,0.43462584947115634,0.5562915155076389,0.5811845332379542
0.3905766184660978,0.4067063512339686,0.38602683817893824,0.43462584947115634,0.5562915155076389,0.5811845332379542,0.5799026621020898
0.4067063512339686,0.38602683817893824,0.43462584947115634,0.5562915155076389,0.5811845332379542,0.5799026621020898,0.5852083439783353
0.38602683817893824,0.43462584947115634,0.5562915155076389,0.5811845332379542,0.5799026621020898,0.5852083439783353,0.5097762633488325
0.43462584947115634,0.5562915155076389,0.5811845332379542,0.5799026621020898,0.5852083439783353,0.5097762633488325,0.44720888048643404
0.5562915155076389,0.5811845332379542,0.5799026621020898,0.5852083439783353,0.5097762633488325,0.44720888048643404,0.4873348960196209
0.5811845332379542,0.5799026621020898,0.5852083439783353,0.5097762633488325,0.44720888048643404,0.4873348960196209,0.4863346916355833
0.5799026621020898,0.5852083439783353,0.5097762633488325,0.44720888048643404,0.4873348960196209,0.4863346916355833,0.5070429461959021
0.5852083439783353,0.5097762633488325,0.44720888048643404,0.4873348960196209,0.4863346916355833,0.5070429461959021,0.5404405753410659
0.5097762633488325,0.44720888048643404,0.4873348960196209,0.4863346916355833,0.5070429461959021,0.5404405753410659,0.5425904399366409
0.44720888048643404,0.4873348960196209,0.4863346916355833,0.5070429461959021,0.5404405753410659,0.5425904399366409,0.5099343416279188
0.4873348960196209,0.4863346916355833,0.5070429461959021,0.5404405753410659,0.5425904399366409,0.5099343416279188,0.47125402381074044
0.4863346916355833,0.5070429461959021,0.5404405753410659,0.5425904399366409,0.5099343416279188,0.47125402381074044,0.4648734096367074
0.5070429461959021,0.5404405753410659,0.5425904399366409,0.5099343416279188,0.47125402381074044,0.4648734096367074,0.4729785141280466
0.5404405753410659,0.5425904399366409,0.5099343416279188,0.47125402381074044,0.4648734096367074,0.4729785141280466,0.5548256987379286
0.5425904399366409,0.5099343416279188,0.47125402381074044,0.4648734096367074,0.4729785141280466,0.5548256987379286,0.5096699197792652
0.5099343416279188,0.47125402381074044,0.4648734096367074,0.4729785141280466,0.5548256987379286,0.5096699197792652,0.46073750702570127
0.47125402381074044,0.4648734096367074,0.4729785141280466,0.5548256987379286,0.5096699197792652,0.46073750702570127,0.48986127433447446
0.4648734096367074,0.4729785141280466,0.5548256987379286,0.5096699197792652,0.46073750702570127,0.48986127433447446,0.53289880435338
0.4729785141280466,0.5548256987379286,0.5096699197792652,0.46073750702570127,0.48986127433447446,0.53289880435338,0.44250389607071694
0.5548256987379286,0.5096699197792652,0.46073750702570127,0.48986127433447446,0.53289880435338,0.44250389607071694,0.49278428542230857
0.5096699197792652,0.46073750702570127,0.48986127433447446,0.53289880435338,0.44250389607071694,0.49278428542230857,0.5270843978335292
0.46073750702570127,0.48986127433447446,0.53289880435338,0.44250389607071694,0.49278428542230857,0.5270843978335292,0.49172947217822294
0.48986127433447446,0.53289880435338,0.44250389607071694,0.49278428542230857,0.5270843978335292,0.49172947217822294,0.49656954166879563
0.53289880435338,0.44250389607071694,0.49278428542230857,0.5270843978335292,0.49172947217822294,0.49656954166879563,0.49571591896172906
0.44250389607071694,0.49278428542230857,0.5270843978335292,0.49172947217822294,0.49656954166879563,0.49571591896172906,0.4598752618670482
0.49278428542230857,0.5270843978335292,0.49172947217822294,0.49656954166879563,0.49571591896172906,0.4598752618670482,0.526923445403914
0.5270843978335292,0.49172947217822294,0.49656954166879563,0.49571591896172906,0.4598752618670482,0.526923445403914,0.5928363394818865
0.49172947217822294,0.49656954166879563,0.49571591896172906,0.4598752618670482,0.526923445403914,0.5928363394818865,0.6332497700679577
0.49656954166879563,0.49571591896172906,0.4598752618670482,0.526923445403914,0.5928363394818865,0.6332497700679577,0.6872406877522865
0.49571591896172906,0.4598752618670482,0.526923445403914,0.5928363394818865,0.6332497700679577,0.6872406877522865,0.6728383194522508
0.4598752618670482,0.526923445403914,0.5928363394818865,0.6332497700679577,0.6872406877522865,0.6728383194522508,0.5833257753819426
0.526923445403914,0.5928363394818865,0.6332497700679577,0.6872406877522865,0.6728383194522508,0.5833257753819426,0.4376235884727403
0.5928363394818865,0.6332497700679577,0.6872406877522865,0.6728383194522508,0.5833257753819426,0.4376235884727403,0.43207647795207194
0.6332497700679577,0.6872406877522865,0.6728383194522508,0.5833257753819426,0.4376235884727403,0.43207647795207194,0.5149382376986358
0.6872406877522865,0.6728383194522508,0.5833257753819426,0.4376235884727403,0.43207647795207194,0.5149382376986358,0.5707398702161361
